,START_DATE,END_DATE,CATEGORY,START,STOP,MILES,PURPOSE
560,7/18/2016 10:37,7/18/2016 10:49,Personal,Cary,Morrisville,4.1,Moving
561,7/18/2016 10:54,7/18/2016 11:15,Personal,Morrisville,Cary,6.1,Moving
562,7/18/2016 11:25,7/18/2016 11:36,Personal,Northwoods,Preston,3.3,Moving
563,7/18/2016 11:40,7/18/2016 11:56,Personal,Preston,Whitebridge,4.7,Moving
564,7/18/2016 17:12,7/18/2016 17:33,Business,Cary,Apex,7.2,Meeting
565,7/18/2016 18:32,7/18/2016 18:47,Business,Apex,Cary,5.5,Meal/Entertain
566,7/18/2016 19:07,7/18/2016 19:14,Business,Cary,Morrisville,3.3,Meal/Entertain
567,7/18/2016 20:28,7/18/2016 20:32,Business,Hazelwood,Weston,0.9,Errand/Supplies
568,7/18/2016 21:11,7/18/2016 21:19,Business,Morrisville,Cary,3.8,Meal/Entertain
569,7/19/2016 10:35,7/19/2016 10:51,Business,Whitebridge,Stonewater,6.4,Customer Visit
570,7/19/2016 10:56,7/19/2016 11:11,Business,Stonewater,Lexington Park at Amberly,3,Meeting
571,7/19/2016 11:30,7/19/2016 12:00,Business,Lexington Park at Amberly,Whitebridge,8.7,Meal/Entertain
572,7/19/2016 17:14,7/19/2016 17:24,Business,Whitebridge,Chessington,3.9,Errand/Supplies
573,7/19/2016 17:50,7/19/2016 18:08,Personal,Chessington,Whitebridge,4.8,Miscellaneous
574,7/20/2016 17:12,7/20/2016 17:24,Personal,Whitebridge,Edgehill Farms,2.8,Miscellaneous
575,7/20/2016 17:50,7/20/2016 17:57,Personal,Edgehill Farms,Preston,1.4,Miscellaneous
576,7/20/2016 18:16,7/20/2016 18:20,Personal,Preston,Whitebridge,1.4,Miscellaneous
577,7/21/2016 17:17,7/21/2016 17:23,Business,Whitebridge,Edgehill Farms,2.7,Miscellaneous
578,7/21/2016 17:42,7/21/2016 17:51,Business,Edgehill Farms,Burtrose,2.3,Miscellaneous
579,7/21/2016 18:27,7/21/2016 18:42,Business,Cary,Morrisville,3.7,Miscellaneous
580,7/21/2016 19:30,7/21/2016 19:39,Business,Morrisville,Cary,2.9,Miscellaneous
581,7/22/2016 10:42,7/22/2016 10:53,Business,Cary,Morrisville,3.8,Miscellaneous
582,7/22/2016 11:11,7/22/2016 11:25,Business,Morrisville,Cary,5.1,Miscellaneous
583,7/22/2016 11:37,7/22/2016 12:00,Business,Hazelwood,Lexington Park at Amberly,9.1,Miscellaneous
584,7/22/2016 12:14,7/22/2016 12:31,Business,Cary,Durham,8,Miscellaneous
585,7/22/2016 13:21,7/22/2016 13:42,Business,Durham,Cary,9.9,Meeting
586,7/22/2016 14:27,7/22/2016 14:43,Business,Cary,Morrisville,6.1,Meal/Entertain
587,7/22/2016 15:49,7/22/2016 16:22,Business,Morrisville,Cary,12.2,Miscellaneous
588,7/22/2016 18:33,7/22/2016 18:51,Business,Wayne Ridge,Whitebridge,8,Miscellaneous
589,7/23/2016 14:27,7/23/2016 14:44,Business,Cary,Morrisville,4,Miscellaneous
590,7/23/2016 14:48,7/23/2016 15:12,Business,Morrisville,Cary,9.5,Miscellaneous
591,7/23/2016 15:15,7/23/2016 15:27,Business,Cary,Morrisville,3,Miscellaneous
592,7/23/2016 15:50,7/23/2016 16:10,Business,Morrisville,Cary,6.3,Miscellaneous
593,7/23/2016 20:17,7/23/2016 20:33,Business,Cary,Durham,10.4,Meeting
594,7/23/2016 23:18,7/23/2016 23:43,Business,Durham,Cary,9.9,Meeting
595,7/25/2016 10:35,7/25/2016 10:41,Business,Whitebridge,Parkway,1.5,Miscellaneous
596,7/25/2016 10:47,7/25/2016 10:58,Business,Cary,Morrisville,4.9,Miscellaneous
597,7/25/2016 11:04,7/25/2016 11:33,Business,Morrisville,Cary,7.9,Miscellaneous
598,7/25/2016 11:37,7/25/2016 11:44,Business,Parkway,Whitebridge,1.7,Miscellaneous
599,7/26/2016 15:43,7/26/2016 15:49,Business,Whitebridge,Westpark Place,2.2,Miscellaneous
600,7/26/2016 17:14,7/26/2016 17:24,Business,Westpark Place,Whitebridge,2.1,Miscellaneous
601,7/26/2016 20:52,7/26/2016 21:00,Business,Cary,Morrisville,2.5,Meal/Entertain
602,7/26/2016 22:31,7/26/2016 22:39,Business,Morrisville,Cary,2.5,Meal/Entertain
603,7/27/2016 19:08,7/27/2016 19:20,Business,Cary,Morrisville,2.8,Miscellaneous
604,7/27/2016 21:34,7/27/2016 21:57,Business,Morrisville,Raleigh,14.7,Miscellaneous
605,7/27/2016 22:00,7/27/2016 22:26,Business,Raleigh,Morrisville,14.6,Miscellaneous
606,7/28/2016 0:04,7/28/2016 0:09,Business,Morrisville,Cary,2.3,Miscellaneous
607,7/29/2016 15:45,7/29/2016 15:47,Business,Whitebridge,Westpark Place,2.2,Miscellaneous
608,7/29/2016 17:27,7/29/2016 17:45,Business,Westpark Place,Whitebridge,2.2,Meal/Entertain
609,7/30/2016 17:02,7/30/2016 17:27,Business,Cary,Durham,14,Miscellaneous
610,7/30/2016 21:16,7/30/2016 21:41,Business,Durham,Cary,13.3,Miscellaneous
611,7/31/2016 17:30,7/31/2016 17:37,Business,Westpark Place,Whitebridge,1.8,Miscellaneous
612,8/1/2016 12:47,8/1/2016 13:04,Business,Whitebridge,Arlington Park at Amberly,6.2,Miscellaneous
613,8/1/2016 13:08,8/1/2016 13:19,Business,Arlington Park at Amberly,Lexington Park at Amberly,1.3,Miscellaneous
614,8/1/2016 13:28,8/1/2016 13:46,Business,Lexington Park at Amberly,Westpark Place,1.9,Miscellaneous
615,8/1/2016 13:52,8/1/2016 14:14,Business,Cary,Apex,6.9,Miscellaneous
616,8/1/2016 15:40,8/1/2016 15:47,Business,Apex,Cary,4.6,Miscellaneous
617,8/1/2016 16:18,8/1/2016 16:25,Business,Whitebridge,Edgehill Farms,2.8,Miscellaneous
618,8/1/2016 16:29,8/1/2016 16:59,Business,Cary,Morrisville,9.1,Miscellaneous
619,8/1/2016 17:23,8/1/2016 17:55,Business,Morrisville,Cary,8.1,Miscellaneous
620,8/2/2016 8:11,8/2/2016 8:32,Business,Cary,Morrisville,8.4,Meeting
621,8/2/2016 11:51,8/2/2016 12:15,Business,Arlington,Washington,4.9,Miscellaneous
622,8/2/2016 19:15,8/2/2016 19:23,Business,Kalorama Triangle,K Street,1,Miscellaneous
623,8/2/2016 21:23,8/2/2016 21:29,Business,K Street,Kalorama Triangle,1,Miscellaneous
624,8/3/2016 12:46,8/3/2016 13:00,Business,West End,Northwest Rectangle,2,Miscellaneous
625,8/3/2016 14:59,8/3/2016 15:03,Business,K Street,Kalorama Triangle,1.1,Miscellaneous
626,8/3/2016 16:00,8/3/2016 16:04,Business,Kalorama Triangle,Downtown,1.5,Miscellaneous
627,8/5/2016 17:23,8/5/2016 17:30,Business,Connecticut Avenue,Kalorama Triangle,1.3,Miscellaneous
628,8/5/2016 18:17,8/5/2016 18:21,Business,Kalorama Triangle,Columbia Heights,1.8,Miscellaneous
629,8/5/2016 19:17,8/5/2016 19:27,Business,Columbia Heights,Kalorama Triangle,1.5,Miscellaneous
630,8/6/2016 6:40,8/6/2016 6:58,Business,Washington,Arlington,6.6,Miscellaneous
631,8/6/2016 9:31,8/6/2016 9:53,Business,Morrisville,Cary,8,Miscellaneous
632,8/7/2016 17:14,8/7/2016 17:23,Business,Whitebridge,Edgehill Farms,2.7,Miscellaneous
633,8/7/2016 17:28,8/7/2016 17:43,Business,Edgehill Farms,Whitebridge,2.7,Customer Visit
634,8/7/2016 18:17,8/7/2016 18:23,Business,Cary,Morrisville,2.5,Miscellaneous
635,8/7/2016 20:15,8/7/2016 20:23,Business,Morrisville,Cary,2.5,Meal/Entertain
636,8/8/2016 16:17,8/8/2016 16:31,Business,Whitebridge,Farmington Woods,5.2,Miscellaneous
637,8/8/2016 16:37,8/8/2016 16:50,Business,Farmington Woods,Edgehill Farms,4,Miscellaneous
638,8/8/2016 17:02,8/8/2016 17:13,Business,Edgehill Farms,Whitebridge,2.7,Customer Visit
639,8/8/2016 21:50,8/8/2016 22:15,Business,Cary,Morrisville,4.8,Miscellaneous
640,8/8/2016 23:28,8/8/2016 23:37,Business,Morrisville,Cary,3.2,Customer Visit
641,8/9/2016 14:20,8/9/2016 14:38,Business,Whitebridge,Waverly Place,6.9,Miscellaneous
642,8/9/2016 15:15,8/9/2016 15:36,Business,Cary,Raleigh,14.9,Miscellaneous
643,8/9/2016 16:04,8/9/2016 16:37,Business,Raleigh,Cary,17.4,Miscellaneous
644,8/10/2016 16:56,8/10/2016 17:24,Business,Cary,Durham,12.9,Miscellaneous
645,8/10/2016 17:53,8/10/2016 18:28,Business,Durham,Apex,15.3,Miscellaneous
646,8/10/2016 18:49,8/10/2016 18:50,Business,Apex,Apex,1,Miscellaneous
647,8/10/2016 19:47,8/10/2016 20:02,Business,Apex,Cary,6,Miscellaneous
648,8/11/2016 12:53,8/11/2016 13:00,Business,Whitebridge,Heritage Pines,2.2,Miscellaneous
649,8/11/2016 13:14,8/11/2016 13:28,Business,Heritage Pines,Edgehill Farms,4.4,Miscellaneous
650,8/11/2016 13:32,8/11/2016 13:42,Business,Edgehill Farms,Whitebridge,2.8,Miscellaneous
651,8/11/2016 18:37,8/11/2016 19:29,Business,Cary,Wake Forest,31.7,Miscellaneous
652,8/11/2016 20:59,8/11/2016 21:44,Business,Wake Forest,Cary,31.9,Miscellaneous
653,8/12/2016 18:49,8/12/2016 18:52,Business,Whitebridge,Westpark Place,1.9,Miscellaneous
654,8/12/2016 18:56,8/12/2016 19:05,Business,Westpark Place,Whitebridge,1.8,Miscellaneous
655,8/13/2016 15:35,8/13/2016 15:58,Business,Cary,Morrisville,8.4,Meeting
656,8/15/2016 9:05,8/15/2016 9:52,Business,Rawalpindi,Unknown Location,15.6,Miscellaneous
657,8/15/2016 15:20,8/15/2016 15:47,Business,Unknown Location,Unknown Location,14.1,Miscellaneous
658,8/15/2016 16:52,8/15/2016 17:30,Business,Unknown Location,Unknown Location,15.7,Miscellaneous
659,8/15/2016 19:08,8/15/2016 20:30,Business,Unknown Location,Unknown Location,25.9,Temporary Site
660,8/16/2016 7:58,8/16/2016 8:11,Business,Unknown Location,Unknown Location,7.9,Miscellaneous
661,8/16/2016 8:16,8/16/2016 8:23,Business,Unknown Location,Unknown Location,2.7,Miscellaneous
662,8/16/2016 8:46,8/16/2016 8:53,Business,Unknown Location,Unknown Location,5.5,Miscellaneous
663,8/16/2016 10:06,8/16/2016 10:27,Business,Unknown Location,Islamabad,5.7,Miscellaneous
664,8/16/2016 10:31,8/16/2016 10:38,Business,Islamabad,Islamabad,1.2,Miscellaneous
665,8/16/2016 11:47,8/16/2016 12:03,Business,Islamabad,Unknown Location,5.7,Temporary Site
666,8/16/2016 15:13,8/16/2016 15:36,Business,Unknown Location,Unknown Location,16.2,Miscellaneous
667,8/17/2016 10:17,8/17/2016 10:41,Business,Unknown Location,Unknown Location,2.6,Miscellaneous
668,8/17/2016 10:57,8/17/2016 11:20,Business,Unknown Location,Unknown Location,12.1,Miscellaneous
669,8/17/2016 14:45,8/17/2016 14:50,Business,Unknown Location,Rawalpindi,1.4,Miscellaneous
670,8/17/2016 15:32,8/17/2016 15:47,Business,Rawalpindi,Islamabad,6.4,Miscellaneous
671,8/17/2016 16:29,8/17/2016 16:50,Business,Islamabad,Unknown Location,7.3,Miscellaneous
672,8/17/2016 16:54,8/17/2016 17:00,Business,Unknown Location,Unknown Location,5.3,Miscellaneous
673,8/17/2016 17:05,8/17/2016 17:34,Business,Unknown Location,Unknown Location,5.5,Miscellaneous
674,8/17/2016 18:38,8/17/2016 18:57,Business,Unknown Location,Unknown Location,7.7,Temporary Site
675,8/18/2016 18:40,8/18/2016 19:07,Business,Unknown Location,Unknown Location,7.6,Temporary Site
676,8/19/2016 8:24,8/19/2016 8:45,Business,Unknown Location,Noorpur Shahan,7.6,Miscellaneous
677,8/19/2016 8:54,8/19/2016 9:07,Business,Noorpur Shahan,Islamabad,3.3,Miscellaneous
678,8/19/2016 9:27,8/19/2016 9:47,Business,Islamabad,Rawalpindi,6.5,Miscellaneous
679,8/19/2016 10:57,8/19/2016 11:06,Business,Rawalpindi,Unknown Location,2,Miscellaneous
680,8/19/2016 12:07,8/19/2016 12:24,Business,Unknown Location,Islamabad,5.7,Miscellaneous
681,8/19/2016 15:51,8/19/2016 16:06,Business,Islamabad,Islamabad,3.2,Miscellaneous
682,8/19/2016 17:12,8/19/2016 17:52,Business,Islamabad,Unknown Location,12.5,Miscellaneous
683,8/21/2016 10:00,8/21/2016 10:29,Business,Unknown Location,Unknown Location,7.6,Airport/Travel
684,8/21/2016 14:05,8/21/2016 14:34,Business,Unknown Location,Unknown Location,7.7,Miscellaneous
685,8/21/2016 16:30,8/21/2016 17:02,Business,Unknown Location,Islamabad,12.2,Miscellaneous
686,8/21/2016 18:10,8/21/2016 18:17,Business,Islamabad,Islamabad,1.4,Miscellaneous
687,8/21/2016 18:48,8/21/2016 19:24,Business,Islamabad,Unknown Location,20.2,Miscellaneous
688,8/22/2016 10:00,8/22/2016 10:44,Business,Unknown Location,Islamabad,9.8,Miscellaneous
689,8/22/2016 11:07,8/22/2016 11:23,Business,Islamabad,Unknown Location,6.3,Miscellaneous
690,8/22/2016 12:36,8/22/2016 12:49,Business,Unknown Location,Islamabad,4.9,Miscellaneous
691,8/22/2016 13:02,8/22/2016 13:11,Business,Islamabad,Islamabad,1.5,Miscellaneous
692,8/22/2016 14:07,8/22/2016 14:31,Business,Islamabad,Unknown Location,10.9,Miscellaneous
693,8/22/2016 15:14,8/22/2016 15:49,Business,Unknown Location,Unknown Location,19,Miscellaneous
694,8/22/2016 15:59,8/22/2016 17:16,Business,Unknown Location,Unknown Location,19,Miscellaneous
695,8/22/2016 19:58,8/22/2016 20:50,Business,Unknown Location,Rawalpindi,7.9,Miscellaneous
696,8/22/2016 20:53,8/22/2016 21:31,Business,Rawalpindi,Rawalpindi,4.1,Miscellaneous
697,8/22/2016 22:31,8/22/2016 23:00,Business,Rawalpindi,Unknown Location,18.7,Miscellaneous
698,8/23/2016 8:10,8/23/2016 8:25,Business,Unknown Location,Noorpur Shahan,8.7,Miscellaneous
699,8/23/2016 9:35,8/23/2016 10:09,Business,Noorpur Shahan,Unknown Location,7.5,Miscellaneous
700,8/23/2016 12:59,8/23/2016 13:15,Business,Unknown Location,Noorpur Shahan,7.7,Miscellaneous
701,8/23/2016 13:19,8/23/2016 13:30,Business,Noorpur Shahan,Islamabad,4.4,Miscellaneous
702,8/23/2016 13:49,8/23/2016 14:04,Business,Islamabad,Unknown Location,5,Miscellaneous
703,8/23/2016 15:07,8/23/2016 15:12,Business,Unknown Location,Unknown Location,1.9,Miscellaneous
704,8/23/2016 15:15,8/23/2016 17:16,Business,Unknown Location,Unknown Location,7.9,Miscellaneous
705,8/23/2016 17:42,8/23/2016 18:31,Business,Unknown Location,Unknown Location,17.7,Miscellaneous
706,8/24/2016 12:05,8/24/2016 12:56,Business,Unknown Location,Unknown Location,25.2,Miscellaneous
707,8/24/2016 13:01,8/24/2016 15:25,Business,Unknown Location,Unknown Location,96.2,Miscellaneous
708,8/25/2016 15:17,8/25/2016 16:22,Business,Unknown Location,Unknown Location,35,Miscellaneous
709,8/25/2016 16:36,8/25/2016 16:56,Business,Unknown Location,Unknown Location,5.5,Miscellaneous
710,8/25/2016 17:19,8/25/2016 19:20,Business,Unknown Location,Unknown Location,50.4,Miscellaneous
711,8/25/2016 19:25,8/25/2016 19:57,Business,Unknown Location,Lahore,9.2,Miscellaneous
712,8/25/2016 22:58,8/25/2016 23:16,Business,Lahore,Unknown Location,7.3,Miscellaneous
713,8/26/2016 9:06,8/26/2016 9:20,Business,Unknown Location,Unknown Location,5,Miscellaneous
714,8/26/2016 11:14,8/26/2016 11:26,Business,Unknown Location,Unknown Location,3.8,Miscellaneous
715,8/26/2016 12:10,8/26/2016 12:20,Business,Unknown Location,Lahore,3.9,Miscellaneous
716,8/26/2016 14:10,8/26/2016 14:33,Business,Lahore,Lahore,7.4,Miscellaneous
717,8/26/2016 15:23,8/26/2016 15:35,Business,Lahore,Lahore,1.5,Miscellaneous
718,8/26/2016 15:59,8/26/2016 16:24,Business,Lahore,Unknown Location,7.9,Miscellaneous
719,8/26/2016 16:55,8/26/2016 17:12,Business,Unknown Location,Lahore,2.9,Miscellaneous
720,8/26/2016 18:42,8/26/2016 18:56,Business,Lahore,Lahore,3.4,Miscellaneous
721,8/26/2016 19:31,8/26/2016 19:54,Business,Lahore,Lahore,3.8,Miscellaneous
722,8/26/2016 20:06,8/26/2016 20:16,Business,Lahore,Unknown Location,5.9,Miscellaneous
723,8/27/2016 9:34,8/27/2016 10:11,Business,Unknown Location,Lahore,9.6,Miscellaneous
724,8/27/2016 11:47,8/27/2016 12:06,Business,Lahore,Lahore,7,Miscellaneous
725,8/27/2016 12:12,8/27/2016 12:17,Business,Lahore,Lahore,0.9,Miscellaneous
726,8/27/2016 14:01,8/27/2016 15:44,Business,Lahore,Unknown Location,86.6,Miscellaneous
727,8/27/2016 16:15,8/27/2016 19:13,Business,Unknown Location,Unknown Location,156.9,Miscellaneous
728,8/28/2016 9:57,8/28/2016 10:18,Business,Unknown Location,Noorpur Shahan,10.1,Miscellaneous
729,8/28/2016 16:39,8/28/2016 16:55,Business,Noorpur Shahan,Islamabad,6.2,Miscellaneous
730,8/28/2016 17:37,8/28/2016 17:55,Business,Islamabad,Islamabad,5.3,Miscellaneous
731,8/28/2016 21:15,8/28/2016 21:59,Business,Islamabad,Unknown Location,12.1,Miscellaneous
732,8/29/2016 12:02,8/29/2016 12:31,Business,Unknown Location,Islamabad,10.8,Miscellaneous
733,8/29/2016 13:38,8/29/2016 13:48,Business,Islamabad,Islamabad,4.3,Miscellaneous
734,8/29/2016 14:31,8/29/2016 14:41,Business,Islamabad,Islamabad,2.5,Miscellaneous
735,8/29/2016 14:49,8/29/2016 15:04,Business,Islamabad,Unknown Location,5.7,Temporary Site
736,8/29/2016 15:49,8/29/2016 15:59,Business,Unknown Location,Islamabad,2.8,Miscellaneous
737,8/29/2016 16:06,8/29/2016 16:21,Business,Islamabad,Unknown Location,4,Miscellaneous
738,8/29/2016 17:24,8/29/2016 17:41,Business,Unknown Location,Islamabad,5.5,Miscellaneous
739,8/29/2016 18:27,8/29/2016 18:36,Business,Islamabad,Islamabad,2.6,Miscellaneous
740,8/30/2016 11:53,8/30/2016 12:05,Business,Unknown Location,Unknown Location,2.1,Miscellaneous
741,8/30/2016 12:46,8/30/2016 13:09,Business,Unknown Location,Islamabad,8.8,Miscellaneous
742,8/30/2016 13:25,8/30/2016 13:46,Business,Islamabad,Islamabad,4.4,Miscellaneous
743,8/30/2016 14:00,8/30/2016 14:20,Business,Islamabad,Unknown Location,5.3,Miscellaneous
744,8/30/2016 17:27,8/30/2016 18:09,Business,Unknown Location,Unknown Location,13,Miscellaneous
745,9/1/2016 11:51,9/1/2016 12:24,Business,Unknown Location,Islamabad,13,Miscellaneous
746,9/1/2016 17:21,9/1/2016 17:36,Business,Islamabad,Unknown Location,10.6,Miscellaneous
747,9/1/2016 18:49,9/1/2016 19:08,Business,Unknown Location,Unknown Location,2.2,Miscellaneous
748,9/2/2016 11:37,9/2/2016 12:24,Business,Unknown Location,Islamabad,9.2,Miscellaneous
749,9/2/2016 18:56,9/2/2016 19:37,Business,Unknown Location,Unknown Location,12.9,Miscellaneous
750,9/5/2016 10:25,9/5/2016 10:44,Business,Unknown Location,Rawalpindi,17.2,Miscellaneous
751,9/6/2016 17:49,9/6/2016 17:49,Business,Unknown Location,Unknown Location,69.1,Miscellaneous
752,9/10/2016 10:28,9/10/2016 10:45,Business,Unknown Location,Unknown Location,2.8,Miscellaneous
753,9/11/2016 9:51,9/11/2016 9:55,Business,Unknown Location,Unknown Location,8.6,Miscellaneous
754,9/11/2016 21:40,9/11/2016 21:42,Business,Unknown Location,Unknown Location,9.8,Miscellaneous
755,9/12/2016 8:07,9/12/2016 8:12,Business,Unknown Location,Unknown Location,3.6,Miscellaneous
756,9/12/2016 11:15,9/12/2016 11:24,Business,Unknown Location,Unknown Location,1.7,Miscellaneous
757,9/12/2016 13:04,9/12/2016 13:44,Business,Unknown Location,Unknown Location,11.5,Miscellaneous
758,9/13/2016 16:56,9/13/2016 17:02,Business,Unknown Location,Unknown Location,0.7,Miscellaneous
759,9/14/2016 11:55,9/14/2016 11:59,Business,Unknown Location,Unknown Location,0.7,Miscellaneous
760,9/15/2016 20:33,9/15/2016 20:38,Business,Unknown Location,Unknown Location,0.9,Miscellaneous
761,9/16/2016 7:08,9/16/2016 7:08,Business,Unknown Location,Unknown Location,1.6,Miscellaneous
762,9/18/2016 18:07,9/18/2016 18:11,Business,Unknown Location,Unknown Location,9.4,Miscellaneous
763,9/19/2016 6:18,9/19/2016 6:49,Business,Rawalpindi,Unknown Location,18.2,Miscellaneous
764,9/19/2016 14:40,9/19/2016 14:56,Business,Unknown Location,Islamabad,10.5,Miscellaneous
765,9/19/2016 16:23,9/19/2016 16:31,Business,Islamabad,Unknown Location,5.7,Miscellaneous
766,9/19/2016 17:36,9/19/2016 18:20,Business,Unknown Location,Unknown Location,18,Miscellaneous
767,9/19/2016 19:10,9/19/2016 19:49,Business,Unknown Location,Islamabad,18.3,Miscellaneous
768,9/20/2016 11:29,9/20/2016 11:48,Business,Islamabad,Unknown Location,16.5,Miscellaneous
769,9/20/2016 20:47,9/20/2016 22:47,Business,Unknown Location,Rawalpindi,9.6,Miscellaneous
770,9/23/2016 13:15,9/23/2016 13:40,Business,Karachi,Karachi,2.9,Miscellaneous
771,9/24/2016 14:34,9/24/2016 15:15,Business,Karachi,Unknown Location,8.2,Miscellaneous
772,9/24/2016 20:29,9/24/2016 20:33,Business,Unknown Location,Unknown Location,2.4,Miscellaneous
773,9/27/2016 8:33,9/27/2016 8:35,Business,Unknown Location,Unknown Location,5.8,Miscellaneous
774,9/27/2016 13:21,9/27/2016 14:43,Business,Lahore,Lahore,9.8,Miscellaneous
775,9/27/2016 19:14,9/27/2016 20:34,Business,Lahore,Unknown Location,7.3,Miscellaneous
776,9/27/2016 21:01,9/28/2016 2:37,Business,Unknown Location,Unknown Location,195.6,Miscellaneous
777,9/28/2016 17:21,9/28/2016 19:36,Business,Islamabad,Unknown Location,20.5,Miscellaneous
778,9/29/2016 16:13,9/29/2016 18:47,Business,Unknown Location,Islamabad,12.6,Miscellaneous
779,9/30/2016 17:39,9/30/2016 20:20,Business,Islamabad,Islamabad,37.7,Miscellaneous
780,9/30/2016 20:59,9/30/2016 22:34,Business,Islamabad,Unknown Location,16.7,Miscellaneous
781,10/3/2016 17:09,10/3/2016 17:12,Business,Unknown Location,Islamabad,10.5,Miscellaneous
782,10/3/2016 18:17,10/3/2016 18:34,Business,Islamabad,Islamabad,2.8,Miscellaneous
783,10/3/2016 18:51,10/3/2016 19:01,Business,Islamabad,Islamabad,1.6,Miscellaneous
784,10/3/2016 22:04,10/3/2016 22:33,Business,Islamabad,Unknown Location,12.7,Miscellaneous
785,10/4/2016 9:50,10/4/2016 10:52,Business,Unknown Location,Unknown Location,28.6,Miscellaneous
786,10/4/2016 12:17,10/4/2016 12:18,Business,Unknown Location,Unknown Location,15.1,Miscellaneous
787,10/6/2016 8:49,10/6/2016 11:36,Business,Unknown Location,Rawalpindi,17.9,Miscellaneous
788,10/6/2016 17:23,10/6/2016 17:40,Business,Rawalpindi,Unknown Location,112.6,Miscellaneous
789,10/6/2016 18:37,10/6/2016 18:39,Business,Unknown Location,Unknown Location,18.4,Miscellaneous
790,10/6/2016 19:46,10/6/2016 20:26,Business,Unknown Location,Unknown Location,13.8,Miscellaneous
791,10/7/2016 10:56,10/7/2016 10:59,Business,Unknown Location,Lahore,33.2,Miscellaneous
792,10/7/2016 11:27,10/7/2016 11:50,Business,Lahore,Lahore,2.6,Miscellaneous
793,10/7/2016 13:52,10/7/2016 14:08,Business,Lahore,Unknown Location,5.8,Miscellaneous
794,10/7/2016 14:29,10/7/2016 15:11,Business,Unknown Location,Lahore,8.3,Miscellaneous
795,10/7/2016 15:47,10/7/2016 16:02,Business,Lahore,Lahore,2.4,Miscellaneous
796,10/7/2016 18:08,10/7/2016 18:27,Business,Lahore,Lahore,3.1,Miscellaneous
797,10/7/2016 18:33,10/7/2016 19:01,Business,Lahore,Lahore,6.1,Miscellaneous
798,10/8/2016 15:03,10/8/2016 15:03,Business,Karachi,Karachi,3.6,Miscellaneous
799,10/8/2016 18:15,10/8/2016 18:18,Business,Karachi,Unknown Location,8,Miscellaneous
800,10/9/2016 14:04,10/9/2016 14:23,Business,Unknown Location,Unknown Location,7.7,Temporary Site
801,10/10/2016 17:22,10/10/2016 17:28,Business,Islamabad,Islamabad,1.7,Miscellaneous
802,10/10/2016 17:33,10/10/2016 18:13,Business,Islamabad,Unknown Location,9.5,Miscellaneous
803,10/11/2016 1:27,10/11/2016 2:08,Business,Unknown Location,Rawalpindi,17.1,Meeting
804,10/12/2016 19:18,10/12/2016 19:21,Business,Rawalpindi,Unknown Location,18.4,Miscellaneous
805,10/13/2016 11:20,10/13/2016 11:58,Business,Unknown Location,Islamabad,9.8,Miscellaneous
806,10/13/2016 12:08,10/13/2016 12:14,Business,Islamabad,Islamabad,1,Miscellaneous
807,10/13/2016 13:02,10/13/2016 13:02,Business,Islamabad,Islamabad,0.7,Miscellaneous
808,10/13/2016 13:37,10/13/2016 13:46,Business,Islamabad,Islamabad,2.3,Miscellaneous
809,10/13/2016 16:08,10/13/2016 16:53,Business,Islamabad,Unknown Location,10.9,Miscellaneous
810,10/14/2016 8:50,10/14/2016 9:44,Business,Unknown Location,Rawalpindi,12.7,Miscellaneous
811,10/14/2016 10:16,10/14/2016 10:52,Business,Rawalpindi,Unknown Location,12.4,Miscellaneous
812,10/14/2016 15:56,10/14/2016 16:20,Business,Unknown Location,Unknown Location,3.8,Miscellaneous
813,10/14/2016 23:54,10/15/2016 2:06,Business,Unknown Location,Rawalpindi,17,Meeting
814,10/15/2016 22:28,10/15/2016 22:48,Business,Morrisville,Morrisville,6.2,Miscellaneous
815,10/16/2016 0:01,10/16/2016 0:14,Business,Morrisville,Cary,3.1,Miscellaneous
816,10/16/2016 12:52,10/16/2016 13:11,Business,Cary,Durham,10.5,Meeting
817,10/16/2016 14:40,10/16/2016 15:01,Business,Durham,Morrisville,8.1,Miscellaneous
818,10/16/2016 15:10,10/16/2016 15:19,Business,Morrisville,Cary,3.1,Miscellaneous
819,10/16/2016 19:27,10/16/2016 19:33,Business,Whitebridge,Parkway,2.1,Meeting
820,10/16/2016 20:30,10/16/2016 20:39,Business,Cary,Morrisville,4.3,Miscellaneous
821,10/16/2016 21:34,10/16/2016 21:41,Business,Morrisville,Cary,2.5,Meal/Entertain
822,10/17/2016 15:19,10/17/2016 15:57,Business,Cary,Raleigh,20.6,Miscellaneous
823,10/17/2016 16:29,10/17/2016 17:11,Business,Raleigh,Cary,17.6,Miscellaneous
824,10/17/2016 18:02,10/17/2016 18:16,Business,Cary,Apex,5.6,Miscellaneous
825,10/17/2016 18:31,10/17/2016 18:45,Business,Apex,Apex,3.3,Miscellaneous
826,10/17/2016 19:08,10/17/2016 19:25,Business,Apex,Cary,5.3,Miscellaneous
827,10/18/2016 8:12,10/18/2016 8:22,Business,Whitebridge,Edgehill Farms,3.3,Miscellaneous
828,10/18/2016 8:53,10/18/2016 9:02,Business,Edgehill Farms,Whitebridge,3.3,Miscellaneous
829,10/18/2016 10:41,10/18/2016 11:09,Business,Cary,Morrisville,7.9,Temporary Site
830,10/18/2016 18:12,10/18/2016 18:33,Business,Oakland,Emeryville,13,Miscellaneous
